@id,name:cy,name,highway,@lat,@lon
54894494,Rhodfa Linden,Linden Avenue,residential,,
54894495,Rhodfa Linden,Linden Avenue,residential,,
54894501,Lon Y Bugail,Shepherd's Lane,residential,,
54894517,Gerddi Richmond,Richmond Gardens,residential,,
54894518,Rhodfa'r Sycamorwydden,Sycamore Drive,residential,,
54894531,Gerddi Richmond,Richmond Gardens,residential,,
54894532,Gerddi Richmond,Richmond Gardens,residential,,
54912131,Heol Yr Afon,Heol Yr Afon,residential,,
54912933,Cae Gwyllt,Wild Field,residential,,
55068825,Penygwndwn,Penygwndwn,residential,,
55068836,Maes Y Plas,Maes Y Plas,residential,,
55068837,Maes Y Plas,Maes Y Plas,residential,,
55068839,Penygwndwn,Penygwndwn,residential,,
55068840,Penygwndwn,Penygwndwn,residential,,
55069375,Clos y Santes Fair,St Mary's Close,residential,,
55069378,Y Feithrinsa,The Nurseries,residential,,
55069393,Y Feithrinsa,The Nurseries,residential,,
55069396,Maes Uchaf,Highfields,residential,,
55069397,Maes Uchaf,,residential,,
55069401,Maes Uchaf,Highfields,residential,,
55130150,Stryd yr Wyddfa,Snowdon Street,residential,,
55130467,Teras Teifi,Teifi Terrace,residential,,
55130468,Dol y Brenin,Kingsmead,residential,,
55221033,Parc Preseli,Prescelly Park,residential,,
55251387,Parc yr Eos,Nightingale Park,residential,,
55251388,Parc yr Eos,Nightingale Park,residential,,
55251389,Parc yr Eos,Nightingale Park,residential,,
55263155,Sgwar Alban,Alban Square,residential,,
55284475,Ffordd Belmont,Belmont Road,residential,,
55284647,ClosCae Derwen,Oakfield Close,residential,,
55284648,ClosCae Derwen,Oakfield Close,residential,,
55284650,ClosCae Derwen,Oakfield Close,residential,,
55340992,Heol Gorsaf,Station Road,primary,,
55383632,Ffordd Glan yr Afon,Ffordd Glan yr Afon,tertiary,,
55383650,Ffordd Glan yr Afon,Ffordd Glan yr Afon,tertiary,,
55390748,Hen Lôn Pentref,Old Village Lane,service,,
55424223,Lôn Farchnad,Lôn Farchnad / Market Lane,footway,,
55425956,Rhodfa Parc y Gorllewin,West Park Drive,tertiary,,
55445586,Rhodfa S'Ger,Sker Walk,residential,,
55490769,Stryd Y Frenhines,Queen Street,pedestrian,,
55490770,"Stryd Y, Dwr",Water Street,pedestrian,,
55490776,Stryd Newydd,New Street,pedestrian,,
55490777,Stryd Y Berllan,Orchard Street,unclassified,,
55490778,Stryd Y Maes,Green Street,pedestrian,,
55533335,Ffordd y Castell,Castle Road,secondary,,
55570991,Clos Caldey,Caldey Close,residential,,
55570992,Clos Aberteifi,Cardigan Close,residential,,
55570999,Clos Clochdar y Cerrig,Stonechat Close,residential,,
55588127,Feidr Pedr,Feidr Pedr,residential,,
55588128,Feidr Efengyl,Feidr Efengyl,residential,,
55589282,Ffordd Glasfryn,Ffordd Glasfryn / Glasfryn Road,unclassified,,
55589284,Waun Isaf,Waun Isaf,tertiary,,
55593770,Stryd Raby,Raby Street,residential,,
55593775,Heol Goring,,tertiary,,
55593777,Trem y Parc,Parkview Terrace,residential,,
55594905,Y Cwcwll,Y Cwcwll,unclassified,,
55595002,Feidr Neuadd y Dre,Feidr Neuadd y Dre,residential,,
55595564,Ffordd y Chwarel,Quarry Road,unclassified,,
55601167,Yr Encilfa,The Retreat,residential,,
55601168,Yr Encilfa,The Retreat,residential,,
55758997,Heol Arlington,Arlington Road,residential,,
55759019,Maes Westbourne,Westbourne Place,residential,,
55759030,Clos Llandudwg,Tythegston Close,residential,,
55759032,Clos Trelales,Laleston Close,residential,,
55759035,Dol Notais,Nottage Meadows,residential,,
55759036,Clos Tregantllo,Candleston Close,residential,,
55759037,Clos Ewenni,Ewenny Close,residential,,
55892238,Rhodfa Cae Gwanwyn,Springfield Avenue,residential,,
55892239,Rhodfa Cae Gwanwyn,Springfield Avenue,residential,,
55892250,Rhodfa Cae Croes,Crossfield Avenue,residential,,
56015359,Stryd Penant,Pennant Street,residential,,
56015413,Stryd Uchel,High Street,residential,,
56075371,Heol-y-Bryn,Heol-y-Bryn,residential,,
56075377,Heol Hendy,Heol Hendy,residential,,
56329603,Coedlan Pump,Fifth Avenue,residential,,
56382839,Llwyn Afallon,Llwyn Afallon / Elysian Grove,residential,,
56383208,Stryd y Crwynwr,Stryd y Crwynwr / Skinner Street,residential,,
56383209,Ffordd y Drindod,Ffordd y Drindod / Trinity Road,residential,,
56392681,Gerddi Gwyrddion,Gerddi Gwyrddion / Green Gardens,residential,,
56392682,Heol Glanrafon,Heol Glanrafon / Glanrafon Terrace,residential,,
56392688,Lon y Morfa,Lon y Morfa / Moor Lane,service,,
56402421,Heol Caerfyrddin,Heol Caerfyrddin / Carmarthen Road,primary,,
56444764,Ffordd Brynyffynnon,Bryn Y Ffynnon Road,residential,,
56449098,Lon Delph,Delph Lane,residential,,
56449101,Ffordd Windsor,Windsor Road,residential,,
56449102,Rhes y Cigydd,Butchers Row,service,,
56449103,Ffordd Windsor,Windsor Road,residential,,
56449104,Ffordd Y Llyn,Pool Road,residential,,
56449108,Stryt Y Dug,Duke Street,service,,
56449109,Ffordd Y Llyn,Pool Road,residential,,
56449117,Stryt William,William Street,residential,,
56449125,Stryt Y Castell,Castle Street,residential,,
56449127,Lon Grango,Grango Lane,residential,,
56449129,Ffordd Bents,Bent's Road,service,,
56449141,Yr Erw,Hand Lane,unclassified,,
56449143,Lon Walker,Walkers Lane,residential,,
56674595,Ffordd LlwynEinion,Llwyneinion Road,unclassified,,
57394546,Trum Hyfryd,Pleasant Heights,residential,,
57394547,Trum Hyfryd,Pleasant Heights,residential,,
57394922,Gwaun Bedw,Lewis Place,residential,,
57394924,Gwaun Bedw,Thomas' Place,residential,,
57394933,Gwaun Bedw,,residential,,
57394941,Gwaun Bedw,Twyn Bedw,residential,,
57394946,Gwaun Bedw,Maes Bedw,residential,,
57394954,Gwaun Bedw,Heol Bedw,residential,,
57394965,Gwaun Bedw,Heol Horeb,residential,,
57394970,Gwaun Bedw,Graigwen Road,residential,,
57394979,Gwaun Bedw,,residential,,
57394980,Gwaun Bedw,Bryn Bedw,residential,,
57397274,Trem-y-Glyn,Olive Terrace,residential,,
57397352,Gwaun Bedw,Bedw Farm Estate,residential,,
57397384,Gwaun Bedw,Kimberley Way,residential,,
58167272,Clos Ynysygrug,Heather Close,residential,,
58435784,Llys Dyffryn Dyfrdwy,Dee Valley Court,residential,,
58435788,Teras Burton,Burton Terrace,residential,,
58435792,Clos Biwmaris,Beaumaris Close,residential,,
58435795,Ffordd Newydd,New Road,unclassified,,
58435797,Lon Y Felin,Mill Lane,unclassified,,
58435806,Cwrt Helyg,Willow Court,residential,,
58435807,Lon Y Felin,Mill Lane,unclassified,,
58440600,Rhys Harrison,Harrisons Row,residential,,
58440601,Rhys Harrison,Harrisons Row,residential,,
58440603,Ffordd Maes Mawr,Maes Mawr Road,residential,,
58479335,Parc Gwscwm,Gwscwm Park,residential,,
58479340,Parc Gwscwm,Gwscwm Park,residential,,
58479341,Parc Gwscwm,Gwscwm Park,residential,,
58479357,Parc Gwscwm,Gwscwm Park,residential,,
58479373,Clos y Binwydd,Pine Tree Close,residential,,
58531918,Clos y Waun,Meadow Close,residential,,
58680286,Gwlad Du Gwyrdd,Beech Street,residential,,
58730057,Stryd Fawr,High Street,residential,,
58794462,Parc Busnes Woodlands,Woodlands Business Park,residential,,
59019570,Heol Y Bontfaen,Cowbridge Road East,tertiary,,
59099146,Heol-yr-Eglwys,Heol-yr-Eglwys / Church Street,primary,,
59140100,Tywyn Uchel,Highbury Fields,residential,,
59140123,Maes Y Broch,Badgers Green,residential,,
59140124,Maes Y Broch,Badgers Green,residential,,
59192057,Y Stryd Fawr,High Street,unclassified,,
59214419,Gerdd I Gleison,Green Gardens,residential,,
59274685,Cwrt Ty y Felin,Mill House Court,residential,,
59278059,Clos Sandybrook,Sandybrook Close,residential,,
59278091,Heol Ton,Ton Road,residential,,
59280423,Cwrt Saffrwn,Saffron Court,residential,,
59281408,Ffordd Cwmbran,Cwmbran Drive,residential,,
59281532,Heol Ty Gwyn,Ty Gwyn Road,residential,,
59286121,Glaslawr Ty Newydd,Tynewydd Green,residential,,
59479867,Rhodfa'r Blan,Plantation Drive,residential,,
59530603,Heol Dolau Fan,Dolau Fan Road,residential,,
59530604,Heol Dolau Fan,Dolau Fan Road,residential,,
59530606,Heol Dolau Fan,Dolau Fan Road,residential,,
59530608,Heol Dolau Fan,Dolau Fan Road,residential,,
59530614,Heol Dolau Fan,Dolau Fan Road,residential,,
59530620,Teras yr Erw,Erw Terrace,residential,,
59530622,Rhodfa Penybryn,Penybryn Avenue,residential,,
59530635,Teras yr Erw,Erw Terrace,residential,,
59538858,Maes Yr Odyn,Strand Park,residential,,
59538860,Maes Yr Odyn,Strand Park,residential,,
59594072,Stryd Las,Blue Street,tertiary,,
59594086,Clos Mawr,Guildhall Square,pedestrian,,
59594088,Heol y Bont,Bridge Street,unclassified,,
59594089,Heol y Bont,Bridge Street,pedestrian,,
59594090,Heol y Bont,Bridge Street,pedestrian,,
59594091,Heol Fach y Bont,Little Bridge Street,unclassified,,
59594094,Stryd y Frenin,King Street,pedestrian,,
59594095,Maes Nott,Nott Square,pedestrian,,
59637764,Llwyn Llus,Bilberry Grove,residential,,
59637771,Llys Padeswood,Padeswood Court,residential,,
59637778,Llwyn Llus,Bilberry Grove,residential,,
59652348,Ystâd Ddiwydiannol Alloy,Alloy Industrial Estate,unclassified,,
59719303,Lon Comin Canol,Middle Common Lane,residential,,
60113305,Y Beili,High Street,residential,,
60113326,Rhes Glanmor,Glanmor Terrace,secondary,,
60113328,Heol y Frenhines,Queen Street,residential,,
60113337,Porth yr Eglwys,Rectory Square,residential,,
60113341,Rhodfa'r Wawr,Picton Terrace,residential,,
60113342,Maes yr Odyn,Wellington Place,residential,,
60113343,Sgwar y Seiri,Mason's Square,residential,,
60113344,Heol Pengraig,Lewis Terrace,residential,,
60113345,Rhes y Morwyr,Marine Terrace,residential,,
60113346,Ffordd Towyn,Towyn Road,residential,,
60113347,Glan Dolau,Glyn Square,primary,,
60176654,Gorllewin Ffordd y Bont-faen,Cowbridge Road West,trunk,,
60176656,Gorllewin Ffordd y Bont-faen,Cowbridge Road West,trunk,,
60187229,Stryd Y Berllan,Orchard Street,unclassified,,
60187235,Heol Faerdre,Vardre Road,tertiary,,
60213469,Lon Towyn Capel,Lon Towyn Capel,unclassified,,
60213524,Lon Towyn Capel,Tyn Pwll Road,unclassified,,
60294834,Lon Castan Wydden,Chestnut Tree Lane,residential,,
60294837,Llys Bedw,Birch Court,residential,,
60294844,Ffordd Masarn,Sycamore Drive,residential,,
60294874,Llys Heidog,Haydock Close,residential,,
60294877,Lon Castan Wydden,Chestnut Tree Lane,residential,,
60419919,Heol Wern,Wern Road,tertiary,,
60419924,Heol Crymlyn,Crymlyn Road,tertiary,,
60419926,Heol Winifred,Winifred Road,residential,,
60419935,Heol Wern,Wern Road,tertiary,,
60419940,Heol Crymlyn,Crymlyn Road,tertiary,,
60490147,Bryn Nebo,Nebo Hill,residential,,
60490176,Nant Road,Stryt Maelor,unclassified,,
60490181,Ffordd Wesle,Wesley Road,residential,,
60783330,Clôs Santes Non,Clôs Santes Non,residential,,
60783341,Feidr y Tŵr,Feidr y Tŵr,unclassified,,
60783351,Stryd yr Afr,Stryd yr Afr,residential,,
60783353,Feidr Steffan,Feidr Steffan / Stephen's Lane,residential,,
60783371,Y Cwcwll,Y Cwcwll / Quickwell Hill,unclassified,,
60783373,Gerddi Ynys Dewi,Gerddi Ynys Dewi,residential,,
60783375,Feidr Glasfryn,Feidr Glasfryn,residential,,
60847080,Heol Gwlad-yr-Haf,Somerset Road,unclassified,,
60848178,Ffordd Elstob,Elstob Way,residential,,
60848236,Clos Treffynnon,Holywell Close,residential,,
60848442,Clos Port Mahon,Port Mahon Close,residential,,
60850142,Clos Buchanan,Buchanan Close,residential,,
60850146,Clos Carbonne,Carbonne Close,residential,,
60850166,Clos Carbonne,Carbonne Close,residential,,
60850177,Clos Carbonne,Carbonne Close,residential,,
60850342,Gerdd Troddi,Troy Gardens,residential,,
60852470,Heol San Tomas,St Thomas Road,residential,,
60852582,Lôn Onnen,Ash Lane,residential,,
60853145,Rhodfa Llwyfen,Elm Drive,residential,,
60908873,Maes Y Capel,Chapel Field,residential,,
61008919,Clos Hendre; Rockfield Avenue,Hendre Close,residential,,
61008988,Tarddiad y Siart Wyr,Chartist Rise,residential,,
61009003,Ffordd Jordan,Jordan Way,residential,,
61009817,Dol Rushey,Rushey Meadow,residential,,
61010014,Dol Rushey,Rushey Meadow,residential,,
61010047,Ffordd Patterson,Patterson Way,residential,,
61010048,Clos Sant Maughans,St Maughans Close,residential,,
61010053,Clos Bigham,Bigham Close,unclassified,,
61010061,Ffordd Jordan,Jordan Way,residential,,
61010100,Ffordd Jordan,Jordan Way,residential,,
61010156,Clos Jordan,Jordan Close,residential,,
61010239,Ffordd Lelog,Lilac Drive,residential,,
61010285,Ffordd Helygen,Willow Drive,residential,,
61010288,Ffordd Helygen,Willow Drive,residential,,
61010294,Ffordd Deri,Oaklands Drive,residential,,
61010296,Clos Briallen,Primrose Close,residential,,
61010321,Ffordd Cornwallis,Cornwallis Way,residential,,
61010323,Rhodfa Blodau'r Wig,Cornpoppy Avenue,residential,,
61010330,Rhodfa Blodau'r Wig,Cornpoppy Avenue,residential,,
61010421,Rhodfa Sain Finsent,St Vincents Drive,residential,,
61010423,Rhodfa Sain Finsent,St Vincents Drive,residential,,
61010424,Rhodfa Sain Finsent,St Vincents Drive,residential,,
61010427,Rhodfa Sain Finsent,St Vincents Drive,residential,,
61010461,Clos Trafalgar,Trafalgar Close,residential,,
61010482,Clos Trafalgar,Trafalgar Close,residential,,
61010484,Clos Trafalgar,Trafalgar Close,residential,,
61010498,Clos Trafalgar,Trafalgar Close,residential,,
61010506,Clos Levitsfield,Levitsfield Close,residential,,
61010525,Ffordd Hamilton,Hamilton Way,residential,,
61010563,Ffordd Hamilton,Hamilton Way,residential,,
61010751,Heol Kingswood,Kingswood Road,residential,,
61011036,Rhodfa Rolls,Rolls Avenue,residential,,
61011039,Cilgant Shelley,Shelley Crescent,residential,,
61011043,Cilgant y Nant,Brook Crescent,residential,,
61011156,Golygfa Caxton,Caxton View,residential,,
61119361,Stryd y Dywysoges,Princess Street,residential,,
61351052,Heol Caerfyrddin,Carmarthen Road,residential,,
61381956,Gwasanaethau Magwyr,Magor Services,services,,
61395452,Gwasanaethau Gorllewin Caerdydd,Cardiff West Services,services,,
61395582,Gwasanaethau Parc Sarn,Sarn Park Services,services,,
61395725,Gwasanaethau Gorllewin Abertawe,Swansea West Services,services,,
61395785,Gwasanaethau Pont Abraham,Pont Abraham Services,services,,
61651578,Clos y Sgubor,Barn Close,residential,,
61651628,Ystad Fferm y Berllan,Orchard Farm Estate,residential,,
61805227,Heol Glen,Glen Road,residential,,
61805258,Heol Penderi,Oakwood Road,residential,,
61805262,Heol Y Rhedyn,Bracken Road,residential,,
61958595,Heol Hanbury,Hanbury Road,unclassified,,
62043262,Stryd y Fro,South Road,primary,,
62043263,Heol y Crefftwyr ,Mason's Row,residential,,
62043264,Stryd y Fro,South Road,primary,,
62043267,Stryd Ty Glyn,Oxford Street,residential,,
62069826,Llys Snatchwood,Snatchwood Court,residential,,
62071619,Maes Dyfnaint,Devon Place,unclassified,,
62071620,Maes Dyfnaint,Devon Place,unclassified,,
62076263,Stryd y Santes Fair,St. Mary Street,residential,,
62076271,Mwldan Uchaf,Upper Mwldan,unclassified,,
62084585,Stryd Wiliam,William Street,residential,,
62084586,Rhes Gwilym,Williams Row,residential,,
62091638,Heol Gwyn,Albert Street,residential,,
62091639,Fynnon Goch,Chalybeate Street,residential,,
62093961,Stryd Buddug; Stryd Ty Glyn,Victoria Street,residential,,
62093963,Ffordd y Gaer,Lower Regent Street,residential,,
62093966,Stryd y Tabernacl,Tabernacle Street,tertiary,,
62093968,Sgwar Alban,Alban Square,residential,,
62093969,Pant y Gof,Darkgate Street,residential,,
62093975,Heol y Dwr,Water Street,residential,,
63113852,Heol Beaufort,Beaufort Road,residential,,
63619423,Rhodfa Fleming,Fleming Drive,residential,,
63619426,Rhodfa Fleming,Fleming Drive,residential,,
63619429,Rhodfa Fleming,Fleming Drive,residential,,
64683859,Heol Bowydd,Heol Bowydd,residential,,
64683861,Heol Cromwell,Heol Cromwell,residential,,
64683863,Heol Leeds,Heol Leeds,residential,,
64952764,Parc Eco Dyfi,Dyfi Eco Park,unclassified,,
64952766,Parc Eco Dyfi,Dyfi Eco Park,unclassified,,
65327620,Heol y Banc,Heol y Banc / Bank Street,unclassified,,
65330762,Sgwâr Lledfair,Sgwâr Lledfair / Lledfair Place,residential,,
65330910,Lôn Bodlondeb,Lôn Bodlondeb Lane,service,,
65336698,Stryd Herbert,Herbert Street,residential,,
65336699,Stryd Herbert,Herbert Street,residential,,
65696453,Ffordd yr Ysgol,School Way,residential,,
65696455,Trem y Fowlen,Punchbowl View,residential,,
65696475,Clos Thomas Hill,Thomas Hill Close,residential,,
65746821,Rhodfa Llwyfen,Elm Drive,residential,,
65746876,Rhodfa Llwyfen,,residential,,
65746926,Llwyn Onn,Ashgrove,residential,,
65747629,Rhodfa Llwyfen,,residential,,
66087457,Coed y Dryw,Wrenwood,residential,,
66087458,Coed y Dryw,Wrenwood,residential,,
66087460,Heol Lucy,Llys Royston,residential,,
66087463,Allt y Felin,Woodmill,residential,,
66087466,Allt y Felin,Woodmill,residential,,
66087470,Heol Lucy,Heol Glynderwen,residential,,
66370844,Rhodfa Min y Coed,Woodside Drive,residential,,
66370847,Rhodfa Min y Coed,Woodside Drive,residential,,
66370849,Rhodfa Min y Coed,Woodside Drive,residential,,
66370851,Rhodfa Min y Coed,Woodside Drive,residential,,
66374758,Cwrt yr Efail,Smithy's Court,residential,,
66390756,Lôn Y Parc,Park Lane,service,,
66451061,Ffordd Angor,Ffordd Angor / Anchor Drive,residential,,
66495940,Heol Drenewydd,Newtown Road,residential,,
66639877,Allt Y Garth,Garth Hill,residential,,
66907486,Clos Castell Newydd,Newcastell Close,residential,,
66908954,Clos Henblas,Old Mansion Close,residential,,
67040177,Y Llannerch,The Glade,residential,,
67793131,Lon Mertyn Downing,Mertyn Downing Lane,unclassified,,
68325020,Heol Colum,Colum Road,tertiary,,
68543972,Rhodfa Fuddug,Rhodfa Fuddug / Victoria Terrace,residential,,
68543974,Felin-y-Môr,Felin-y-Mor Road,residential,,
68543976,Ffordd Quebec,Quebec Road,trunk,,
68543977,Bronpadarn,Prospect Place,unclassified,,
68543978,Rhiw Brialli,Primrose Hill,tertiary,,
68543980,Ffordd Llanbadarn,Ffordd Llanbadarn / Llanbadarn Road,trunk,,
68565396,Ffordd Mynach,Mynach Road,residential,,
68800886,Cwrt Pant yr Awel,Pant yr Awel Court,residential,,
68911270,Tan-yr-Eglwys,Church Street,residential,,
68911403,Coetiau Postol,Vicarage Lane,tertiary,,
68915878,Rhodfa Clwyd,Clwyd Avenue,residential,,
68915939,Rhodfa Glyn,Glyn Avenue,residential,,
68916352,Rhodfa Hywel,Howell Avenue,residential,,
69245864,Teras Penlan,Teras Penlan / Penlan Terrace,residential,,
69693314,Lôn Llynfi,Llynfi Lane,unclassified,,
69693708,Heol Llynfi,Llynfi Road,residential,,
69693905,Bryn yr Orsaf,Station Hill,residential,,
69973421,Yr Encilfa,The Retreat,residential,,
70509139,Mynydd Gelli,Mynydd Gelli Wastad Road,tertiary,,
70509150,Heol Llangatwg,Cadoxton Road,primary,,
70509157,Ffordd Maescwarrau,Maesquarre Road,tertiary,,
70509159,Tyle Alltwen,Alltwen Hill,tertiary,,
70559640,Rhodfa'r Coroni,Coronation Avenue,residential,,
70559642,Rhodea Rheola,Rheola Avenue,residential,,
70559645,Teras Thomas,Thomas Terrace,residential,,
70559651,Rhodfa Ynysfawr,Ynysfawr Avenue,residential,,
70559657,Teras Rheilfordd,Railway Terrace,residential,,
70882376,Ffordd Llanfair,Llanfair Road,primary,,
70882377,Stryd y Bont,Bridge Street,primary,,
70882391,Stryd y Dŵr,Water Street,primary,,
71221585,Ffordd Plas Trefor,Trevor Hall Road,unclassified,,
71221586,Ffordd Llangollen,Llangollen Road,primary,,
71221590,Ffordd Llangollen,Llangollen Road,primary,,
71252934,Ffordd-yr-Ucheldir,Highlands Road,residential,,
71255964,Cylch-y-Nant,Nant Close,residential,,
71549158,Stryd y Capel,Chapel Street,primary,,
71765628,Stryd Rhydychen,Oxford Street,pedestrian,,
72491008,Heol Aberystwyth,Aberystwyth Road,secondary,,
73022162,Sgwâr y Emlyn,Sgwâr y Emlyn / Emlyn Square,primary,,
73022173,Stryd y Ebenezer,Stryd y Ebenezer / Ebenezer Street,primary,,
73220521,Y Wesh,Windy Hall,trunk,,
73881946,Ffordd Llwyndu,Llwyndu Road,unclassified,,
74003789,Heol Ynysydarren,Ynysydarren Road,secondary,,
74003792,Glan yr Afon,Glan Yr Avon,residential,,
74003795,Heol Dewi Sant,St. David's Road,residential,,
74003803,Heol Milborough,Milborough Road,residential,,
74003817,Heol Gurnos,Gurnos Road,secondary,,
74003818,Pont Gurnos,Gurnos Bridge,secondary,,
74003833,Heol y Wern,Wern Road,tertiary,,
74003843,Heol Soar,Zoar Road,residential,,
74019498,Heol Clare,Clare Road,residential,,
74019505,Lon Tanywen,Tanywern Lane,residential,,
74019509,Heol Alltygrug,Alltygrug Road,residential,,
74025360,Heol Ynysmeudwy,Ynys-Meudwy Road,secondary,,
74025506,Lôn Owen,Owen's Lane,residential,,
74025514,Stryd Newydd,New Street,residential,,
74025527,Heol Cyfyng,Cyfyng Road,tertiary,,
74025557,Heol y Graig,Graig Road,residential,,
74034142,Maes Alaroh,Swanfield,residential,,
74034471,Stryd Herbert,Herbert Street,residential,,
74034482,Heol Newydd,New Road,secondary,,
74034488,Heol Aberhonddu,Brecon Road,secondary,,
74140277,Heol y Graig,Graig Road,residential,,
74140816,Heol Gurnos,Gurnos Road,secondary,,
74975054,Stryd Yr Hen Farchnad,Old Market Street,residential,,
74975079,Coedlan Coedmor,Coedmor Avenue,residential,,
75021526,Clos Ystrad,Ystrad Close,residential,,
75021529,Parc Cwm Ystrad,Cwm Ystrad Park,residential,,
75021543,Lôn Ystrad,Ystrad Drive,residential,,
75021754,Clos Dyfed,Dyfed Close,residential,,
75021757,Clos Tywi,Towy Close,residential,,
75482383,Hen Ffordd Conwy,Hen Ffordd Conwy,tertiary,,
75482384,Ffordd Glan yr Afon,Ffordd Glan yr Afon,tertiary,,
75490430,Ffordd Rhuddlan,Rhuddlan Road,primary,,
75642176,Parc Bryngelli,Grove Hill Park,residential,,
75642177,Parc Bryngelli,Grove Hill Park,residential,,
75642306,Heol Bryn Cawr,Bryncwar Road,residential,,
75862021,Lôn y Faerdref,Lon Vardre,residential,,
76146705,Dol Fieri,Briarmead,residential,,
76206282,Cwrt Anthony Hill,Anthony Hill Court,residential,,
76206283,Cwrt Anthony Hill,Anthony Hill Court,residential,,
76208493,Clos Penderyn,Penderyn Close,residential,,
76208501,Teras Abermorlais,Abermorlais Terrace,residential,,
76208952,Lôn Y Llythyrdy,Post Office Lane,unclassified,,
76208954,Heol Y Clastir,Glebeland Street,unclassified,,
76208958,Heol Sion,John Street,unclassified,,
76403754,Stryd Y Berllan,Orchard Street,pedestrian,,
76403756,Maes Yr Eglwys,Church Place,path,,
76403758,Stryd Castell,Castle Street,residential,,
76403763,Golwg Y Castell,Castle View,residential,,
76403770,Stryd y Gwartheg,Cattle Street,pedestrian,,
76403813,Maes Yr Eglwys,Church Place,pedestrian,,
76437637,Stryd Clwyd Uchaf,Stryd Clwyd Uchaf / Upper Clwyd Street,unclassified,,
76437643,Sgwar Sant Pedr,St. Peter's Square,residential,,
76437646,Stryt y Farchnad,Stryd y Farchnad / Market Street,tertiary,,
76893131,Parc Pendas,Pendas Park,residential,,
77617872,Clos Caegwenith,Caegwenith Close,residential,,
77617873,Clos Caegwenith,Caegwenith Close,residential,,
77617874,Rhodfa St Anne,St Annes Drive,residential,,
77617888,Y Dolydd,The Paddocks,residential,,
77617889,Crib Yr Heliwr,Hunters Ridge,residential,,
77617893,Crib Yr Heliwr,Hunters Ridge,residential,,
77617896,Heol Davies Andrews,Davies Andrews Road,residential,,
77809310,Heol Rygbi,Rugby Road,residential,,
77892505,Heol Lewis,Lewis Road,residential,,
77892513,Y Cilgant,The Crescent,residential,,
77892514,Prif Heol,Main Road,residential,,
77892541,Stryd Mary,Mary Street,residential,,
78342605,Croes Cwrlwys,Culverhouse Cross Roundabout,trunk,,
78342606,Croes Cwrlwys,Culverhouse Cross Roundabout,trunk,,
78480818,Stryd Alma,Alma Terrace,residential,,
78482925,Clos Golwg yr Hafod,Hafod View Close,residential,,
78503562,Rhodear Plas,Manor Drive,unclassified,,
79073736,Lôn yr Ysgol,School Lane,tertiary,,
79141669,Heol Maes y Felin,Millfield Road,primary,,
79631194,Heol Y Rheithordy,Rectory Road,residential,,
80370753,Cwrt Cypreswyddon,Cypress Court,residential,,
80370789,Rhes Moira,Rhes Moira,residential,,
80370821,Rhodfa'r Machlud,Sunset Drive,residential,,
80370823,Rhodfa'r Machlud,Sunset Drive,residential,,
80370824,Rhodfa'r Machlud,Sunset Drive,residential,,
80802520,Maes y Blodau Menyn,Buttercup Meadow,residential,,
80802521,Maes y Blodau Menyn,Buttercup Meadow,residential,,
80923861,Stryd Fawr,High Street,primary,,
81177861,Coed Cilfach,Alcove Wood,residential,,
83266036,Pont Gwy,Wye Bridge,motorway,,
83647905,Porth Rhufeinig,Roman Gate,residential,,
83657087,Cwrt y Gors,Marsh Court,residential,,
83745049,Clos Penywaun,Penywaun Close,residential,,
83871257,Cwrt-y-Faenor,Manor Court,residential,,
83871259,Cwrt-y-Faenor,Manor Court,residential,,
84857659,Lôn Siawnsri,Chancery Lane,residential,,
84857661,Lôn Ebens,Ebens Lane,service,,
84857671,Stryd y Santes Fair,St. Mary Street,residential,,
84866484,Stryd Y Bont,Bridge Street,secondary,,
84866511,Stryd Yr Eglwys,Church Street,secondary,,
85339351,Heol Grenig,Grenig Road,tertiary,,
85459837,Ffordd-yr-Afon,River Way,residential,,
85628160,Heol Bryn-Lloi,Brynlloi Road,residential,,
85628162,Heol Tir y Coed,Tirycoed Road,residential,,
85628168,Heol Llwyncelyn,Llwyncelyn Road,residential,,
85628169,Heol Bryncethin,Bryncethin Road,residential,,
85628171,Heol Dinefwr,Dynevor Road,residential,,
85628180,Stryd Fawr,High Street,residential,,
85628181,Heol Amman,Aman Road,unclassified,,
85628182,Heol Dinefwr,Dynevor Road,residential,,
85628732,Ffordd Wynne,Wynne Road,residential,,
85628733,Heol Rhydychen,Oxford Street,residential,,
85628735,Ffordd Cwmbowydd,Ffordd Cwmbowydd,service,,
86023590,Ffordd y Faenor,Manor Road,service,,
86071691,Y Drenewydd,Newtown,residential,,
86071694,Y Drenewydd,Newtown,residential,,
86123157,Glan-yr-Afon,Glan-yr-Afon,residential,,
86123950,Cwrt Llynfi,Llynfi Court,residential,,
86123970,Ffordd yr Ysgol,School Road,residential,,
86301158,Ffordd Ffynnon,Well Lane,residential,,
86306192,Ffordd Sant Mihangel,St. Michael's Road,residential,,
86309182,Ffordd Bryn y Môr,Bryn Y Mor Road,residential,,
86353472,Heol Cowell,Cowell Road,residential,,
86367749,Parc-y-Foel,Foel Park,residential,,
86367750,Parc-y-Foel,Foel Park,service,,
86367758,Lôn Carreg Heilin,Carreg Heilin Lane,unclassified,,
86387675,Gellicoron,Crown Rise,residential,,
86387700,Gellicoron,Crown Rise,residential,,
86387734,Gellicoron,Crown Rise,residential,,
86408643,Stryd yr Afon,River Street,residential,,
86408650,Stryd y Castell,Castle Street,primary,,
