@id,name:cy,name,highway,@lat,@lon
30790659,Ffordd Henblas,Henblas Road,unclassified,,
30790666,Ffordd Plas Bennion,Plas Bennion Road,unclassified,,
30790667,Lon Crlstlonydd,Cristionydd Lane,unclassified,,
30790668,Ffordd Bethania,Bethania Road,unclassified,,
30790671,Ffordd Y Garth,Garth Trevor Road,unclassified,,
30790675,Allt Copperas,Copperas Hill,unclassified,,
30790676,Stryt Yr Allt,Hill Street,unclassified,,
30790686,Stryt Y Capel,Chapel Street,unclassified,,
30790687,Ffordd Y Poplys,Poplar Road,unclassified,,
30790694,Lon Yr Ysgol,School Lane,unclassified,,
30791227,Lon Hullah,Hullah Lane,tertiary,,
30904729,Ffordd yr Abaty,,primary,,
30904730,Ffordd yr Abaty,Abbey Road,primary,,
30904787,Ffordd Alma,Alma Road,unclassified,,
30913517,Lon Bryn Teg,Bryn Teg Lane,unclassified,,
30926998,Ffordd Y Glofa,,unclassified,,
30958044,Heol yr Eglwys,Heol yr Eglwys / Church Street,secondary,,
30958836,Heol y Cawl,Wharton Street,unclassified,,
30975281,Ystad Glorian,Ystad Glorian,residential,,
30975289,Stryd Llewelyn,Stryd Llewelyn,residential,,
30975290,Gallt Ednyfed,Gallt Ednyfed,residential,,
30975291,Stad Bryn Rhosyn,Stad Bryn Rhosyn,residential,,
31052468,Cadlas Thomas,Cadlas Thomas Close,residential,,
31144501,Lôn yr Ysgol,School Lane,tertiary,,
31145786,Stryd y Mynach Isaf,Lower Monk Street,secondary,,
31145788,Stryd y Mynach Isaf,Lower Monk Street,secondary,,
31235932,Tor Y Mynydd,Mountain View,unclassified,,
31252737,Bro Gyntun,Porkington Terrace,primary,,
31255497,Rhodfa Sirius,Sirius Drive,unclassified,,
31255760,Rhodfa Sirius,Sirius Drive,unclassified,,
31255762,Rhodfa Sirius,Sirius Drive,unclassified,,
31255771,Rhodfa Sirius,Sirius Drive,unclassified,,
31255781,Rhodfa Sirius,Sirius Drive,unclassified,,
31255782,Rhodfa Sirius,Sirius Drive,unclassified,,
31256959,Teras Pinewood,Pinewood Terrace,residential,,
31277841,Ffordd Newydd,New Road,tertiary,,
31311725,Cefnddwysarn,Cefnddwysarn,tertiary,,
31467047,Ffordd Bangor,Bangor Road,primary,,
31511928,Lôn Heronston,Heronston Lane,unclassified,,
31526589,Ffordd Bedwell,Bedwell Road,unclassified,,
31570762,Pen Y Ffriddoedd,,residential,,
31786563,Heol Fferm yr Ynys,Island Farm Road,residential,,
31786566,Heol Fferm yr Ynys,Island Farm Close,residential,,
31786569,Heol Fferm yr Ynys,Island Farm Close,residential,,
31786831,Glôs Fferm yr Ynys,Island Farm Close,residential,,
31926337,Maes Lowri,Maes Lowri / Laura Place,unclassified,,
31990766,Ffordd y Dywysoges Margared,The Princess Margaret Way,tertiary,,
31992507,Maes Lowri,Maes Lowri / Laura Place,unclassified,,
32006827,Rhodfa Deganwy,,residential,,
32015756,Stryt Gerallt,Gerald Street,residential,,
32015759,Stryt Vernon,Vernon Street,residential,,
32015760,Ffordd Foster,Foster Road,residential,,
32018329,Clos Maes y Llwyni,Grove Lodge Close,residential,,
32018330,Llwydfeini,Greystones,residential,,
32018331,Ffordd Caer,Chester Road,primary,,
32018333,Lon Price,Price's Lane,residential,,
32018334,Ffordd Acton,Acton Road,residential,,
32018335,Rhoddfa Westminster,Westminster Drive,residential,,
32018337,Ffordd y Ffynnon,Spring Road,residential,,
32018344,Maes Glas,Greenfield,residential,,
32019712,Y Stryd Fawr,Y Stryd Fawr / Great Darkgate Street,unclassified,,
32030039,Rhodfa Awstin,Austin Avenue,residential,,
32030043,Rhodfa Awstin,Austin Avenue,residential,,
32030047,Stryd y Ffynnon,Well Street,residential,,
32030055,Stryd y Ffynnon,Well Street,residential,,
32030064,Rhodfa Mayfield,Mayfield Avenue,residential,,
32050155,Ffordd Tirion,Gentle Way,tertiary,,
32057955,Heol Langdon,Langdon Road,unclassified,,
32063152,Rhodfa Clwyd,Clwyd Avenue,residential,,
32063153,Rhodfa Elwy,Elwy Avenue,residential,,
32115500,Rhoddfa Plasty,Grange Avenue,residential,,
32115501,Rhodfa Wynn,Wynn Avenue,residential,,
32115502,Ffordd Balmoral,Balmoral Road,residential,,
32115504,Ffordd Osborne,Osborne Road,residential,,
32115506,Ffordd Clarence,Clarence Road,residential,,
32115511,Rhoddfa Southleigh,Southleigh Drive,residential,,
32115512,Rhoddfa Southleigh,Southleigh Drive,residential,,
32115513,Ffordd Westleigh,Westleigh Way,residential,,
32115516,Rhoddfa Southleigh,Southleigh Drive,residential,,
32115518,Dôl y Dwyrain,Eastleigh Close,residential,,
32115519,Dôl y Dwyrain,Eastleigh Close,residential,,
32115532,Clos Balmoral,Balmoral Close,residential,,
32117219,Porth Acton,Acton Gate,residential,,
32117221,Ffordd Haytor,Haytor Road,residential,,
32117227,Cwrt Pentref,Village Court,residential,,
32117230,Maes Mayfield,Mayfield Court,residential,,
32117234,Clos y Tywysng,Princes Close,residential,,
32117249,Rhodfa Hampshire,Hampshire Drive,residential,,
32117252,Rhodfa Hampshire,Hampshire Drive,residential,,
32117264,Rhoda Carlson,Carlson Drive,residential,,
32117268,Gerddi Sussex,Sussex Gardens,residential,,
32117269,Gerddi Sussex,Sussex Gardens,residential,,
32117283,Porth Acton,Acton Gate,residential,,
32117285,Ffordd Eneurys,Eneurys Road,residential,,
32117286,Ffordd Eneurys,Eneurys Road,residential,,
32117289,Ffordd Eneurys,Eneurys Road,residential,,
32117294,Stryt y Cyll,Walnut Street,residential,,
32134733,Ffordd Maes y Graig,Rockfield Way,residential,,
32204899,Ffordd Sandringham,Sandringham Road,residential,,
32204901,Ffordd Caeredin,Edinburgh Road,residential,,
32209713,Heol Bronallt,Bronallt Road,residential,,
32211122,Ffordd Fferm Uchaf,Top Farm Road,residential,,
32211123,Ffordd Fferm Uchaf,Top Farm Road,residential,,
32211125,Ffordd Fferm Uchaf,Top Farm Road,residential,,
32211126,Ffordd Fferm Uchaf,Top Farm Road,residential,,
32211127,Ffordd Fferm Uchaf,Top Farm Road,residential,,
32211128,Ffordd Fferm Uchaf,Top Farm Road,residential,,
32211129,Ffordd Fferm Uchaf,Top Farm Road,residential,,
32211130,Ffordd Fferm Uchaf,Top Farm Road,residential,,
32211131,Rhodfa Southleigh,Southleigh Drive,residential,,
32211133,Rhoddfa Mayville,Mayville Avenue,residential,,
32211134,Ffordd y Ffynnon,Spring Road,residential,,
32211151,Llys y Parc,Aston Grove,residential,,
32214557,Ffordd Fferm Uchaf,Top Farn Road,residential,,
32228075,Ffordd Aran,Aran Road,residential,,
32228093,Llwn Russell,Russell Grove,residential,,
32228100,Ffordd Borras,Borras Road,tertiary,,
32228446,Clos san Steffan,Westminster Close,residential,,
32228447,Clos san Steffan,Westminster Close,residential,,
32228457,Lon Rhosnesni,Rhosnesni Lane,secondary,,
32231170,Llwyn Iâl,Yale Grove,residential,,
32231187,Llwyn Celli,Hazel Grove,residential,,
32231191,Rhodfa Castan,Chestnut Avenue,residential,,
32231197,Rhodfa Castan,Chestnut Avenue,residential,,
32244484,Cilgant Derwennydd,Derwent Crescent,residential,,
32244487,Rhodfa Parc Acton,Acton Park Way,service,,
32254621,Heol Laing,Laing Street,residential,,
32254698,Rhodfa'r Ddôl,Meadow Avenue,residential,,
32260088,Lle'r Pentre,Pentre Place,residential,,
32276289,Ffordd y Llwyfen,Elm Grove Way,residential,,
32276295,Ffordd Aldford,Aldford Way,residential,,
32276298,Rhodfa Tapley,Tapley Avenue,residential,,
32276331,Rhodfa Oswald,Oswald Way,residential,,
32341054,Ffordd-y-Pandy,Pandy Lane,unclassified,,
32342276,Y Gwter,Golate,service,,
32344696,Llwyn Iâl,Yale Grove,residential,,
32344698,Ffordd Borras,Borras Road,tertiary,,
32344699,Lon Rhosnesni,Rhosnesni Lane,secondary,,
32362836,Cilgant Derwennydd,Derwent Crescent,residential,,
32362864,Ffordd Sant Marged,Saint Margaret Way,residential,,
32374033,Rhodfa Plas Acton,Acton Hall Walks,residential,,
32374034,Rhodfa Plas Acton,Acton Hall Walks,residential,,
32374037,Rhodfa Plas Acton,Acton Hall Walks,residential,,
32374039,Rhodfa Plas Acton,Acton Hall Walks,residential,,
32374070,Coed y Cwningar,Warrenwood Road,residential,,
32392119,Gerddi Acton,Acton Gardens,residential,,
32392121,Gerddi Acton,Acton Gardens,residential,,
32392129,Ffordd Caer,Chester Road,primary,,
32392152,Llwyn Kensington,Kensington Grove,residential,,
32392153,Llywn Kensington,Kensington Grove,residential,,
32392154,Llywn Kensington,Kensington Grove,residential,,
32392158,Gelli Lyndale,Lyndale Grove,residential,,
32392159,Gelli Lyndale,Lyndale Grove,residential,,
32392163,Cwrt yr Ardd,Garden Court,residential,,
32392164,Cwrt yr Ardd,Garden Court,residential,,
32392177,Lon y Efail,Smithy Lane,tertiary,,
32392183,Clos y Gof,Smithy Close,residential,,
32392184,Clos y Gof,Smithy Close,residential,,
32392188,Lôn Barcas,Barker's Lane,residential,,
32392197,Glan-Y-Wiber,Adderley Bank.,residential,,
32392201,Rhodfa Acton Fach,Little Acton Drive,residential,,
32392202,Rhodfa Acton Fach,Little Acton Drive,residential,,
32447405,Heol Penprys,Penprys Road,residential,,
32690569,Heol Tywysog,Prince Road,residential,,
32690743,Lle Moriah,Moriah Place,secondary,,
32720255,Mynwent Trelales,Laleston Cemetary,service,,
32737305,Lon yr Ladi,Lady Road,tertiary,,
32759396,Clos Tir Isaf,Lowland Close,residential,,
32759604,Cae Llwydcoed,Greywood Field,residential,,
32760405,Cae Gwyllt,Wild Field,residential,,
32760442,Bryn Henfaes,Old Meadow Hill,residential,,
32760586,Careg Llwyd,Grey Stone,residential,,
32760704,Maes Llysteg,Faircourt Meadow,residential,,
32760712,Maes Llysteg,Faircourt Meadow,residential,,
32761134,Maes Gwyn,White Meadow,residential,,
32779139,Stryd Pwllygath,Pwllygath Street,residential,,
32786881,Sŵn yr Afon,Swn-yr-Avon,residential,,
32786886,Sŵn yr Afon,Swn-yr-Avon,residential,,
32786889,Sŵn yr Afon,Swn-yr-Avon,residential,,
32786891,Sŵn yr Afon,Swn-yr-Avon,residential,,
32798346,Ffordd y Bont,Bridge Road,secondary,,
32854128,Parc Glyn,Vale Park,residential,,
32854134,Parc Glyn,Vale Park,residential,,
32854171,Parc Glyn,Vale Park,residential,,
32854240,Pen Maen,Rock Head,residential,,
32855410,Pant Gwylan,Gull Hollow,residential,,
32855411,Pant Gwylan,Gull Hollow,residential,,
32865850,Ffordd Newbrigg,Newbrigg Road,residential,,
32865852,Ffordd Richmond,Richmond Road,residential,,
32881422,Sgwar Cavendish,Cavendish Square,residential,,
32881423,Ffordd Myrdvin,Merlin Road,residential,,
32881424,Fford Windemere,Windermere Road,residential,,
32881425,Ffordd Kendall,Kendall Way,residential,,
32881457,Cilgant Ranscombe,Ranscombe Crescent,residential,,
32881459,Cilgant Ranscombe,Ranscombe Crescent,residential,,
32881467,Lôn Yarwood,Yarwood Drive,residential,,
32881468,Lôn Yarwood,Yarwood Drive,residential,,
32881470,Lôn Yarwood,Yarwood Drive,residential,,
32881472,Ffordd Coed y Ffynnon,Wellswood Road,residential,,
32881473,Ffordd Coed y Ffynnon,Wellswood Road,residential,,
32881474,Cadeirlan...,Lower Minster,residential,,
32901036,Min Y Fferm,Farmside,residential,,
32901042,Ffordd Denning,Denning Road,residential,,
32901045,Gellir Pinwydd,Firgrove corner,residential,,
32901046,Cornel yr Heliwr,Huntsman Corner,residential,,
32901047,Lon Bryn Ceirios,Cherry Hill Drive,residential,,
32901049,Rhodfar Pen y Dref,Townsend Avenue,residential,,
32901050,Trem-y-Llyn,Lake View,residential,,
32901052,Ffordd Clarke,Clarke Road,residential,,
32901054,Maes Ainsdale,Ainsdale Grove,residential,,
32901094,Trem Coed Halston,Halstonwood Close,residential,,
32901470,Cwrt Celyn Leigh,Holly Leigh Court,residential,,
33270270,Rhodfa Carnoustie,Carnoustie Close,residential,,
33270273,Cwrt Lytham,Lytham Court,residential,,
33270277,Rhodfa Thornhurst,Thornhurst Drive,residential,,
33270278,Rhodfa Turnberry,Turnberry Avenue,residential,,
33270280,Clos Abbeydale,Abbeydale Close,residential,,
33270283,Cilgant Sant Emillion,Saint Emillion Crescent,residential,,
33270285,Pinwydd y Goedwig,Forest Pines,residential,,
33270286,Pinwydd y Goedwig,Forest Pines,residential,,
33270287,Pinwydd y Goedwig,Forest Pines,residential,,
33270289,Clos y Plasau,Plassey Close,residential,,
33270291,Clos y Plasau,Plassey Close,residential,,
33270292,Clos Muirfield,Muirfield Close,residential,,
33270296,Rhodfa Sandy,Sandy Way,residential,,
33270297,Rhodfa Sandy,Sandy Way,residential,,
33270299,Cilgant Sant Mellion,St Mellion Crescent,residential,,
33270300,Cilgant St Andrews,St Andrews Crescent,residential,,
33270303,Clos y Clochdy,Belfry Close,residential,,
33270306,Cilgant Sant Emillion,Saint Emillion Crescent,service,,
33270308,Ffordd Carden Park,Carden Park Way,residential,,
33270309,Ffordd Carden Park,Carden Park Way,service,,
33270310,Ffordd Carden Park,Carden Park Way,service,,
33270312,Ffordd Brynteg,Fairmount Road,residential,,
33270315,Ffordd Brynteg,Fairmount Road,residential,,
33270325,Clos Ryder,Ryder Close,service,,
33270327,Clos Ryder,Ryder Close,residential,,
33270328,Clos Ryder,Ryder Close,service,,
33270329,Rhodfa Westwood,Westwood Drive,residential,,
33270331,Rhodfa Westwood,Westwood Drive,residential,,
33270332,Cilgant St Andrews,St Andrews Crescent,service,,
33270333,Cilgant St Andrews,St Andrews Crescent,residential,,
33270335,Rhodfa Augusta,Augusta Drive,residential,,
33270336,Rhodfa Augusta,Augusta Drive,residential,,
33270338,Clos Woburn,Woburn Close,residential,,
33270340,Clos Woburn,Woburn Close,residential,,
33270343,Rhodfa Hawkstone,Hawkstone Way,residential,,
33270345,Rhodfa Hawkstone,Hawkstone Way,service,,
33270347,Rhodfa Hawkstone,Hawkstone Way,residential,,
33270348,Rhodfa Hawkstone,Hawkstone Way,residential,,
33270353,Yrhen Erddi,The Old Gardens,residential,,
33270355,Yrhen Erddi,The Old Gardens,residential,,
33270361,Rhodfa Hinsley,Hinsley Drive,residential,,
33270366,Clos Lincoln,Lincoln Close,residential,,
33270374,Rhodfa Goulbourne,Goulbourne Avenue,residential,,
33270381,Clos Hamilton,Hamilton Close,residential,,
33276249,Ffordd y Fellin Fillpir,Mile Barn Road,residential,,
33276267,Llys Bader,Bader Court,residential,,
33276269,Llys Bader,Bader Court,residential,,
33276281,Ffordd Ansell,Ansell Road,residential,,
33276290,Ffordd Ansell,Ansell Road,residential,,
33278381,Rhodfa Fenwick,Fenwick Drive,residential,,
33278384,Llwyn y Bryn,Bryn Grove,residential,,
33278394,Rhodfa Sutton,Sutton Drive,residential,,
33278395,Llwyn Rhosyn,Rose Grove,residential,,
33278397,Maes Almon,Almond Grove,residential,,
33278435,Heol Hebog,Falcon Road,residential,,
33278437,Heol Hebog,Falcon Road,residential,,
33278439,Heol Hebog,Falcon Road,residential,,
33278441,Heol Hebog,Falcon Road,residential,,
33278443,Heol Hebog,Falcon Road,residential,,
33278451,Ffordd Ernest Parry,Ernest Parry Road,residential,,
33278476,Ffordd Deva,Deva Way,residential,,
33278477,Ffordd Deva,Deva Way,residential,,
33278481,Bryn Heber,Heber Mount,residential,,
33341486,Stryd Glanhywl,Glanhowy Street,residential,,
33430774,Heol Yr Orsaf,Station Road,secondary,,
33430775,Stryd y Brenin Edward,King Edward Street,residential,,
33430776,Ffordd Dewi Sant,St. David's Avenue,residential,,
33430780,Llys y Brenin,King's Court,residential,,
33430781,Llys y Brenin,King's Court,residential,,
33430786,Stryd y Santes Fair,St. Mary's Street,residential,,
33430787,Stryd y Santes Fair,St. Mary's Street,residential,,
33430788,Stryd y Parc,Park Street,residential,,
33439531,Stryd Saltoun,Saltoun Street,residential,,
33439573,Heol Margam,Margam Road,residential,,
33446751,Y Wesh,Vergam Terrace,trunk,,
33468228,Ffordd Caergybi,Holyhead Road,primary,,
33476406,Ffordd y Porthmyn,Drovers Road,residential,,
33476440,Stryd Newydd,New Street,tertiary,,
33481665,Rhodfa'r Wiwer,Squirrel Walk,residential,,
33488820,Heol Stallcourt,Stallcourt Road,residential,,
33488862,Heol Rhedyn,Bracken Road,residential,,
33489256,Heol Cyncoed,Cyncoed Road,residential,,
33509559,Rhodfa Landore,Landore Avenue,residential,,
33509563,Rhodfa Toronto,Toronto Avenue,residential,,
33509631,Heol Brynhyfryd,Brynhyfryd Road,residential,,
33509743,Heol Marchog,Knights Road,residential,,
33510073,Heol Cefn Gwrgan,Cefn Gwrgan Road,service,,
33510729,Lle Tanygroes,Tanygroes Place,tertiary,,
33510740,Stryd Tanygroes,Tanygroes Street,primary,,
33510745,Stryd Tanygroes,Tanygroes Street,primary,,
33511071,Rhes Scutari,Scutari Row,service,,
33548735,Heol Abergwili,Abergwili Road,tertiary,,
33549151,Heol Margam,Margam Road,residential,,
33549176,Heol Marchog,Knights Road,residential,,
33549218,Gelli Tudur,Tudor Grove,residential,,
33549220,Gelli Tudur,Tudor Grove,residential,,
33549249,Gerddi Brombil,Brombil Gardens,residential,,
33549251,Gerddi Brombil,Brombil Gardens,residential,,
33549253,Gerddi Brombil,Brombil Gardens,residential,,
33549256,Gerddi Brombil,Brombil Gardens,residential,,
33549639,Rhes Inkerman,Inkerman Row,service,,
33549906,Heol Santes Catherine,St. Catherine's Road,residential,,
33549942,Clos Wells,Wells Close,residential,,
33549995,Heol Coed Bach,Smallwood Road,residential,,
33556130,Stryd Tanygroes,Tanygroes Street,primary,,
33556254,Golwg y Llan,Church View,residential,,
33556359,Rhodfa Fairwood,Fairwood Drive,residential,,
33557379,Stryd Tanygroes,Tanygroes Street,tertiary,,
33607305,Lle Bertha,Bertha Place,residential,,
33607306,Lle Bertha,Bertha Place,residential,,
33621032,Heol-y-Llan,Church Road,unclassified,,
33630264,Ffordd Tan Y Bryn,Ffordd Tan Y Bryn,residential,,
33633209,Heol Llansteffan,Llansteffan Road,secondary,,
33633274,Heol Llansteffan,Llansteffan Road,secondary,,
33633275,Heol Llansteffan,Llansteffan Road,secondary,,
33633338,Rhiw'r Gofeb,Monument Hill,secondary,,
33633340,Rhiw'r Gofeb,Monument Hill,secondary,,
33635734,Heol Capel Dewi,Capel Dewi Road,secondary,,
33636411,Heol y Foel,Heol y Foel,tertiary,,
33636583,Heol y Foel,Heol y Foel,tertiary,,
33636584,Heol y Foel,Heol y Foel,tertiary,,
33636649,Heol y Foel,Heol y Foel,tertiary,,
33636945,Heol Bryngwili,Bryngwili Road,primary,,
33637809,Heol Tyisha,Tyisha Road,residential,,
33637810,Heol Tyisha,Tyisha Road,residential,,
33707713,Rhodfa'r Orsaf,Station Avenue,tertiary,,
33743975,Heol Pensarn,Heol Pensarn,trunk,,
33743982,Heol yr Orsaf,Heol yr Orsaf,trunk,,
33752509,Rhes Georges,George's Row,unclassified,,
33775803,Clos Glandyffryn,Glandyffryn Close,residential,,
33775820,Clos Llewellyn,Llewellyn Close,residential,,
33777978,Ffordd y Rugos,Rhigos Road,primary,,
33777979,Ffordd y Rugos,Rhigos Road,primary,,
33783490,Heol Lucy,Heol Penderyn,residential,,
33785238,Lôn Beicio Hen Lofa,Lady Windsor Cycle Route,cycleway,,
33785942,Lôn Beicio Hen Lofa,Lady Windsor Cycle Route,cycleway,,
33785943,Lôn Beicio Hen Lofa,Lady Windsor Cycle Route,cycleway,,
33785944,Lôn Beicio Hen Lofa,Lady Windsor Cycle Route,cycleway,,
33785946,Lôn Beicio Hen Lofa,Lady Windsor Cycle Route,cycleway,,
33785947,Lôn Beicio Hen Lofa,Lady Windsor Cycle Route,cycleway,,
33808056,Clos Stallcourt,Stallcourt Close,residential,,
33808057,Clos Stallcourt,Stallcourt Close,residential,,
33808060,Rhodfa Glan-y-Mor,Glan-y-Mor Avenue,residential,,
33808655,Rhodfa Pheonix,Phoenix Avenue,residential,,
33811969,Rhodfa Tygroes,Ty'r-Groes Drive,residential,,
33812662,Rhes Scutari,Scutari Row,service,,
33837204,Stryd y Tywysog,Prince Street,residential,,
33837206,Stryd y Tywysog,Prince Street,residential,,
33837233,Stryd yr Iarll,Duke Street,residential,,
33837345,Teras Sant Alban,St. Alban's Terrace,residential,,
33843744,Stryd yr Iarll,Duke Street,residential,,
33879648,Lon Groeswen,Groeswen Lane,residential,,
33902631,Heol Maes-y-Gwartha,Maesygwartha Road,unclassified,,
33906751,Heol y Buarth,Buarth Road,unclassified,,
33906768,Ffordd Emily,Ffordd Emily / Emily Road,unclassified,,
34063931,Ffordd Caerdydd,Ffordd Caerdydd,tertiary,,
34063933,Yr Ala,Yr Ala,primary,,
34063934,Yr Ala,Ala Road,primary,,
34095639,Rhodfa Penderyn,Penderyn Avenue,residential,,
34095676,Rhodfa Wilden,Wilden Avenue,residential,,
34095684,Rhodfa Elba,Elba Avenue,residential,,
34095688,Rhodfa Brymbo,Brymbo Avenue,residential,,
34095710,Stryd y Coed,Wood Street,residential,,
34095923,Stryd Wyndham,Wyndham Street,residential,,
34096021,Lle Sîr Dyfnaint,Devonshire Place,residential,,
34126346,Stryd yr Hafod,Hafod Street,residential,,
34126372,Teras Evelyn,Eveline Terrace,residential,,
34132367,Teras y Bont,Bridge Terrace,tertiary,,
34204553,Stryd Prenderwen,Oakwood Street,residential,,
34204645,Stryd y Goron,Crown Street,residential,,
34204661,Stryd Mansel,Mansel Street,residential,,
34204671,Stryd Tydraw,Tydraw Street,residential,,
34238535,Ffordd Maendy,Maindy Road,residential,,
34238567,Ffordd y Goron,Crown Way,tertiary,,
34255752,Godre Rhiwgoch,Vicarage Hill,primary,,
34255801,Panteg,Panteg  /  Panteg Road,unclassified,,
34320389,Waun Ganol,Southra,unclassified,,
34377848,Cei Llewellyn,Llewellyn's Quay,unclassified,,
34408608,Clos Llyndain,Jersey Terrace,tertiary,,
34408629,Llys Michaelstone,Michaelstone Court,residential,,
34411233,Rhes Varteg,Varteg Row,tertiary,,
34418873,Clos Llyndain,London Close,tertiary,,
34479418,Cwrt yr Efail,Smithy's Court,residential,,
34492457,Cilgant Trefelin,Trefelin Crescent,residential,,
34493129,Stryd Margared,Margaret Street,residential,,
34493182,Stryd Reginald,Reginald Street,residential,,
34493701,Stryd Afan,Avan Street,residential,,
34495714,Stryd Joseff,Joseph Street,residential,,
34698949,Teras Clifton,Clifton Terrace,residential,,
34698959,Teras Maes-y-Gwanwyn,Springfield Terrace,residential,,
34699724,Stryd Prior,Prior Street,tertiary,,
34699725,Stryd Prior,Prior Street,tertiary,,
34755261,Stryd Enfield,Enfield Street,residential,,
34755278,Stryd Glenafon,Glenavon Street,residential,,
34834174,Stryd Michna,Michna Street,residential,,
34834175,Stryd Michna,Michna Street,residential,,
34834214,Teras Pendarvis,Pendarvis Terrace,residential,,
34853584,Stryt Y Farchnad,Market Street,unclassified,,
34858574,Trem Maes y Graig,Rockfield View,residential,,
34868059,Stryd Clarice,Clarice Street,residential,,
34868068,Parc St. Joseff,St. Josephs Park,residential,,
34868069,Heol Corfforaeth,Corporation Road,residential,,
34868070,Teras Gwyn,Gwyn Terrace,unclassified,,
34868071,Teras Gwyn,Gwyn Terrace,residential,,
34872868,Heol Morfa,Thomas Street,residential,,
34916744,Stryd Michna,Michna Street,residential,,
34916747,Heol Morfa,Bevan Street,residential,,
34916749,Heol Morfa,Beach Street,residential,,
34916755,Parc St. Joseff,St. Josephs Park,residential,,
34916756,Parc St. Joseff,St. Josephs Park,residential,,
34916758,Ffordd Blair,Blair Way,residential,,
34916759,Ffordd Blair,Blair Way,residential,,
34916760,Rhodfa Nobel,Nobel Avenue,residential,,
35066890,Stryd Dunraven,Dunraven Street,residential,,
35066891,Clos Vaughan,Vaughan Close,residential,,
35066892,Stryd Bailey,Bailey Street,residential,,
35082331,Dôl Eryrod,Eagles Meadow,unclassified,,
35098552,Teras Gwyn,Gwyn Terrace,residential,,
35098558,Stryd Olive,Olive Street,residential,,
35098560,Stryd Arthur,Arthur Street,residential,,
35098561,Stryd Alexandra,Alexandra Street,residential,,
35098562,Stryd Gwendoline,Gwendoline Street,residential,,
35098563,Stryd John,John Street,residential,,
35098564,Stryd Rees,Rees Street,residential,,
35098565,Rhodfa Newton,Newton Avenue,residential,,
35098571,Stryd Blodwen,Blodwen Street,residential,,
35133634,Stryd Rees,Rees Street,residential,,
35133635,Rhodfa Newton,Newton Avenue,residential,,
35133636,Rhodfa Newton,Newton Avenue,residential,,
35137603,Heol Pontarddulais,Pontarddulais Road,trunk,,
35137606,Ffordd Pen-y-banc,Pen-y-banc Road,trunk,,
35138280,Teras y Melin,Mill Terrace,tertiary,,
35138281,Ffordd Newydd,New Road,tertiary,,
35138282,Heol Ebeneser,Ebenezer Road,secondary,,
35158521,Stryd Warden,Warden Street,residential,,
35158523,Stryd Warden,Warden Street,residential,,
35158524,Stryd Tyrner,Stryd Tyrner,residential,,
35158525,Stryd y Ffynnon,Stryd y Ffynnon,residential,,
35158526,Stryd yr Wyddfa,Stryd yr Wyddfa,residential,,
35158527,Ffordd Ty Du,Ffordd Ty Du,residential,,
35172864,Ffordd Ceredigion,Cardigan Road,residential,,
35172865,Ffordd Penfro,Pembroke Road,residential,,
35172866,Clos Môn,Anglesey Close,residential,,
35172867,Clos Môn,Anglesey Close,residential,,
35172868,Ffordd Trefynrwy,Monmouth Road,residential,,
35172869,Ffordd Trefynrwy,Monmouth Road,residential,,
35172870,Ffordd Trefynrwy,Monmouth Road,residential,,
35172871,Ffordd Trefynrwy,Monmouth Road,residential,,
35172872,Ffordd Trefynrwy,Monmouth Road,residential,,
35172878,Dol y Ddraenen,Thornleigh,residential,,
35172879,Dol y Ddraenen,Thornleigh,residential,,
35172917,Heol y Frenhines,Queensway,unclassified,,
35172923,Rhodfa Anthony Eden,Anthony Eden Drive,residential,,
35202788,Ffordd y Bala,Bala Road,residential,,
35202789,Ffordd Arenig,Arenig Road,residential,,
35202800,Rhodfa Allington,Allington Drive,residential,,
35202801,Gerddi Wyndam,Wyndham Gardens,residential,,
35202804,Rhodfa Havard,Havard Way,residential,,
35205561,Rhodfa Gwdig,Goodwick Drive,residential,,
35205562,Rhodfa Ceinwydd,Newquay Drive,residential,,
35205563,Wdig,Goodwick Drive,residential,,
35205564,Wdig,Goodwick Drive,footway,,
35264111,Rhodfa Porth yr Abaty,Abbey Road Redwither,unclassified,,
35264112,De Ffordd yr Onnen,Ash Road South,unclassified,,
35264113,De Ffordd yr Onnen,Ash Road South,unclassified,,
35264118,Rhodfa Abenbury,Abenbury Way,tertiary,,
35271888,Ffordd Caergybi,Holyhead Road,primary,,
35374852,Ffordd y Bont,Bridge Road,tertiary,,
35374855,Rhodfa Victoria,Victoria Avenue,residential,,
35374856,Rhodfa Brenin,Kings' Avenue,residential,,
35374857,Ffordd Llys Nant,Nant Hall Road,tertiary,,
35374882,Rhodfa Clwyd,Clwyd Avenue,residential,,
35393284,Parc Busnes Gorseinon,Gorseinon Business Park,service,,
35417669,Lon y Bracty,Malthouse Lane,unclassified,,
35467990,Lle Alffa,Alpha Place,residential,,
35471243,Rhodfa'r Gors,Gors Avenue,tertiary,,
35471244,Rhodfa'r Gors,Gors Avenue,tertiary,,
35471245,Rhodfa'r Gors,Gors Avenue,tertiary,,
35471246,Rhodfa'r Gors,Gors Avenue,tertiary,,
35560478,Llwyn Helyg,Willow Grove,tertiary,,
35560482,Llwyn Ceirios,Cherry Grove,residential,,
35560489,Llys Sycamorwydden,Sycamore Court,residential,,
35560490,Llys Sycamorwydden,Sycamore Court,residential,,
35560493,Llwyn Ceirios,Cherry Grove,residential,,
35560495,Llwyn Ceirios,Cherry Grove,residential,,
